product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
ktHbaUWLPcUG,toys,150,16,16,11
WN0JOPFYq706,toys,300,36,9,11
FkDNIFiX19cI,computers_accessories,173,18,13,12
QoQQjAHVGTlq,toys,200,16,5,11
SGGufQjkuu50,furniture_decor,650,20,35,20
fq0bvUFf4X1H,home_construction,383,17,14,16
qDgjT36KwfcF,furniture_decor,2500,40,10,30
pTx5wvuygQnb,consoles_games,250,19,2,14
4mmEelBgkHJd,toys,1400,22,12,33
ElCPvwB3qhd5,toys,1050,16,10,16
g6q3JidloEfW,toys,5850,60,20,29
WciyMxquwo1P,toys,150,16,16,20
N0i8Xp7n4Vj8,computers_accessories,225,18,10,16
oYqnTGMMdLQU,toys,950,31,10,31
2NDHjxdUzmLC,toys,6550,30,30,30
EurJYuMniSRE,toys,1225,27,26,26
CLMTq7m9rOgv,toys,500,16,18,15
aTYSh9XHXj0t,toys,183,16,18,16
wdV7yJzaz3Su,toys,4338,17,12,14
1SlbAN8MHUNN,toys,200,16,2,11
wHzOMK353Rfz,sports_leisure,517,27,17,26
ZVFpm59nE2Ft,furniture_decor,1300,60,12,12
5zK5dnx9mY7l,toys,2650,53,15,13
EPCuevUXALkJ,toys,550,38,5,24
t3g7DixNxSA4,toys,300,16,7,20
ab8cj3O9VzdC,toys,200,16,16,16
ICg52p0fIcjz,sports_leisure,250,16,15,16
eWVStvDB1Tgu,toys,243,17,14,16
q6zni6G5KCcE,toys,1800,25,14,23
RqRWzMB3GnsD,housewares,900,16,30,26
U8IluNH5DCUj,toys,2500,17,44,34
zGFrcxYFs7X2,toys,800,29,19,21
jNmO6r5oNxxF,toys,200,25,5,15
4Qtipx5VnfBj,toys,650,16,10,11
UgkSjxoiV9Ev,toys,2600,50,10,30
nX29LYpDzOZ4,toys,150,22,3,15
NeUNkuaEgDhn,toys,1431,30,20,21
OLTwhJ2RtlRz,sports_leisure,400,44,13,44
xAU5QJnI3NSi,toys,400,18,11,20
crZtUi6ZkrBC,toys,900,39,19,18
xHP6HwBIDqCB,electronics,100,25,7,16
yOnVCazw8etL,toys,600,20,16,16
EG4wDSpFyTth,health_beauty,250,22,10,18
KRVkzOsYGnGL,health_beauty,1600,25,20,20
jAqF487aA6pg,toys,100,24,8,16
2Sht5Ify9u5z,toys,541,19,12,16
8bmtsGp447cI,health_beauty,200,23,7,15
4CQW5NvZNlVa,toys,800,60,15,15
iKu1PUlpYekn,toys,975,23,25,23
IYWhqwxGoKM0,toys,250,20,15,20
EV3RPuyZ49GA,toys,317,21,14,16
P8IPKsn16c7B,toys,117,18,4,11
cgmw5VSUANrT,toys,83,19,8,12
U7XQZfEeXgkI,toys,1200,80,8,15
wZxPihvEdGcs,toys,1050,38,10,38
N13FqRe65ecH,toys,500,30,2,20
1yN2UyKPGhyD,toys,1250,22,27,22
I6aVqcgpL7PW,toys,450,23,8,15
o6Na5dqQ8W2g,watches_gifts,314,18,11,14
YMMCks69JTUB,toys,250,15,17,21
6dLpb7TCQL5N,toys,354,19,13,15
x6yN5pX0FLLN,toys,450,19,9,13
Z6LAUTcjGLFG,toys,1150,16,17,11
Hc5sip0fcDPq,watches_gifts,283,19,14,19
Br1DTXNehG1X,garden_tools,3250,32,14,22
nnMjs8zJLbre,toys,1813,30,13,28
qAJ3hxSAxUmj,toys,1200,16,9,31
84vApAh0mXEw,toys,550,38,28,20
2BQrcgZUopCY,garden_tools,1650,30,23,20
uhR7YKVFm3CF,toys,1400,20,30,20
0EwvBm3NwyyJ,toys,325,17,10,12
Jn34aaQa2eLA,toys,150,16,2,11
hFARtTF9Eyys,books_general_interest,500,18,16,16
WA7ri5MgYvjW,toys,10300,54,57,20
i5UR9Cy7KvRS,toys,1400,35,10,35
XvdLPdmC5Cgc,toys,150,16,9,11
AQySPQtcs1wT,toys,700,25,5,19
iNjku8H2QaRs,toys,6650,93,6,93
rKXoWNJxVSE7,toys,6050,20,20,20
nRfUgVLLDWfp,toys,123,18,9,15
HhAtKukEU7VT,toys,1867,36,6,36
xba5qzA9RwFZ,toys,463,20,12,18
Xvq91JoCQwtB,toys,478,19,16,19
3Xljh8XDK83O,toys,800,35,30,40
wis1aJneeaKS,stationery,225,20,6,13
dAz11YkQkoue,health_beauty,100,20,15,15
O3zjj75ddBn4,toys,700,19,19,19
RN8yHdYpznUg,sports_leisure,250,22,6,15
MrU5WskQnyOH,toys,300,18,12,14
kyYQuMFef3N5,toys,700,35,2,35
axLBYi1XjP6J,toys,200,41,2,29
K41jgJDXLBmy,watches_gifts,300,16,11,20
V59IM3Iv7OY7,furniture_decor,750,20,35,20
nT5DTcrTRi95,toys,275,16,11,11
foMf5xwcLljw,toys,1800,18,45,32
TdryLJINHQ9O,toys,800,30,10,30
SLTlrWtcYt1m,toys,1750,37,22,40
8rMUrGlQggxH,toys,150,20,20,20
DwErrH6eI5GJ,toys,7650,20,20,20
697DPti7HrmC,construction_tools_construction,3550,16,105,11
UgkSjxoiV9Ev,toys,2600,50,10,30
3kHNjwFVa74p,bed_bath_table,1900,47,7,35
QYwWZMQDw4e5,toys,450,30,16,25
qhZy6NjHA2Hi,cool_stuff,1400,42,25,15
vKhzx0UChCm0,toys,2050,29,22,24
HhAtKukEU7VT,toys,1867,36,6,36
wdV7yJzaz3Su,toys,4338,17,12,14
bl45045JCEyJ,toys,200,16,8,11
0vbEvli2JYJu,toys,1383,50,10,40
Qc4WhNDVIncs,toys,175,17,8,13
opWoTU2BWbGr,toys,7800,16,105,30
xArM6NlDrEZS,toys,500,16,16,11
xAU5QJnI3NSi,toys,400,18,11,20
azOuq4pBxPSO,toys,82,12,15,15
2Sht5Ify9u5z,toys,541,19,12,16
wX3cNe060RZF,toys,700,32,12,12
XE3WQbOyCHiN,toys,550,20,35,20
nsdQkJ3hSlTF,toys,500,20,7,16
xAU5QJnI3NSi,toys,400,18,11,20
0zTDSlwQ9rSB,toys,300,16,16,16
JUZSyxq6s6nI,toys,400,20,12,15
KwqpyCg16vLV,toys,350,25,8,19
edMzd5JEAWM6,toys,7850,28,62,28
8PjU215lKh1W,toys,100,16,16,11
3S7gdn0YwThP,toys,850,38,20,26
DnTb75imc7nq,toys,337,16,13,13
PBcGyZdjVpG0,health_beauty,250,16,5,15
mW5Iyfnah7J7,toys,167,21,13,12
9QsZGHdJFbkI,toys,800,30,15,15
EFaE4cFPVRbh,toys,7474,54,29,40
v2ZwyydOM1YI,toys,1225,33,28,28
jX2J7bPahRAf,toys,500,16,18,16
DSlzSX03zcUB,toys,200,30,20,30
9RxVsEYYUWuG,toys,100,17,2,19
PkSSEEVEqflZ,toys,400,20,15,15
GmgXGONutNxg,baby,6600,45,25,35
a7GwjDDa4Qa0,toys,200,16,16,16
MUrEW9uOnc0R,toys,6900,74,13,52
h6yTXc9iXrV0,toys,250,17,4,12
EhUGeCTGwz7t,toys,14900,58,28,58
LaDJSHV469G8,health_beauty,138,12,9,18
BC4crc1SHsds,auto,600,16,2,11
5EHyuYglqLw2,toys,300,17,12,12
HOmP1uDiX01O,toys,12250,45,35,45
TKNiFZxm7gs7,toys,350,16,2,20
iB9YFa08JyPM,toys,200,25,7,25
KTKNsW7PRSik,health_beauty,1097,18,18,16
hPxbivder7qs,toys,1720,30,19,13
tEjoHkDlwfgW,toys,450,17,3,11
KwqpyCg16vLV,toys,350,25,8,19
NkygN5yTKOgI,toys,1400,26,41,26
nmj4lwuEXy0A,toys,4100,30,35,30
5p5SFlWRdguH,toys,5700,39,30,29
EYPlTDa9bS43,toys,200,16,14,11
BLPv8inNEiHl,toys,200,16,16,11
hbfnK0gxyuUB,toys,1150,37,23,35
IkgGn9HxKC7r,toys,550,21,12,20
j758JJ0fpVTe,auto,20100,61,61,37
5J7az1rwth4i,toys,250,16,2,20
sQrcwkkuvatF,food,1400,16,20,15
IfiF3xz32fhG,toys,1650,40,45,25
0vbEvli2JYJu,toys,1383,50,10,40
vs5HaXRl8Cko,toys,9950,105,15,25
sE9S7qbg7VBw,toys,700,42,25,15
0mxEAYvdQgL2,toys,8750,80,10,60
aMd9lqh5Mh0Y,furniture_decor,850,30,30,30
x2Ujy7UZh3ta,toys,6525,65,11,65
vXtaRqxkKaZV,toys,1150,27,22,39
pwKC4WGEtMsM,housewares,350,22,8,19
DXG0TFaZjGHO,toys,200,16,7,11
jm7zQSSxgnYz,toys,290,19,13,13
DMDFjSf6cBl1,electronics,175,22,11,15
OugqCs69v9Pi,toys,1400,42,11,12
bUvLKALtz5YR,toys,400,41,3,29
mXo01Jhy5ByZ,toys,550,23,33,11
jWv11bH0NM0V,housewares,4100,51,31,31
ykwnpfKwX4Pb,toys,800,20,20,20
7grztYpCkySJ,toys,850,20,25,20
blxbTMLOUNON,toys,8950,44,40,34
8RPVxbvn4wxa,sports_leisure,1032,17,15,16
8OSsQaYvtZt2,toys,1050,16,8,90
WbQ0Opd3oOHM,toys,1100,32,19,11
0qYHcsiZhxdn,toys,1800,43,8,33
XW04U6VMXg7T,toys,367,23,12,16
qXKeJv9t9Nyw,toys,8333,59,31,75
7j9BNivpjLzZ,toys,7300,51,23,34
Ubg3RxxGqpJi,toys,2700,24,5,17
9Qjn2A6FvxQJ,housewares,500,16,15,15
U8IluNH5DCUj,toys,2500,17,44,34
3H7nJ3Wp12et,toys,350,17,17,17
hpFcwfaGMKse,toys,600,20,13,13
6iped3gcNaVR,bed_bath_table,400,19,13,15
z7thxFJG0FLc,toys,350,30,12,23
bynwntOcMmyW,toys,450,18,12,15
ziW4c3pWYzYl,toys,6900,64,17,53
4HFgKOaqoCML,toys,4600,43,15,39
rW8oGPKQTVwN,toys,300,25,25,25
qeQqmImp2vD5,home_appliances_2,7500,55,10,82
7TssEHTgCmwO,toys,325,20,12,16
OkyIKp57HLVU,health_beauty,250,17,12,12
xDQAbs4BvFWC,toys,1400,42,12,11
bfkYf8WcDtMl,toys,250,16,5,15
RPO29ak6qO1E,furniture_decor,2100,30,5,20
szwBXFEPQgHf,housewares,2075,47,26,21
VBy6T8nuWyMy,auto,50,17,10,15
IaSaslMgp8Ik,garden_tools,509,17,13,13
Vcphbks3Pkde,,200,28,9,18
rwnTl97tcdJO,fashion_bags_accessories,250,16,2,11
ZvqpPIcpiYHc,toys,922,30,15,17
jznGDWlVd1Kb,toys,900,24,20,24
NJTzsIrrDgyc,toys,150,25,7,16
4kPj03A8J8IS,toys,1850,70,17,50
2HgYI4yfau1C,toys,17500,97,24,45
rKXoWNJxVSE7,toys,6050,20,20,20
8SbnYx4nH13P,toys,1250,31,32,31
d9z5YzHel0yd,garden_tools,1700,67,2,31
1PxrG7Hlv1uG,toys,300,23,22,21
y9y6dBHUqHig,computers_accessories,1583,18,15,12
VDEBigGAwD3J,toys,1550,44,14,34
3X5onWW8srOj,consoles_games,665,16,17,16
Frot5FLjBR6q,toys,175,20,20,20
rsOLDCvcRJEA,toys,100,18,6,11
U2xpXf9qQpKY,toys,2050,50,5,20
5GSpvektwH9u,toys,250,20,14,16
e3lz5eU8UHJd,toys,5575,60,22,47
8ZQs057Gyifd,toys,400,17,7,13
OyNjP3ysqnRA,health_beauty,1250,42,11,12
Ffe8gTdmyO3U,toys,533,22,11,20
3hznlKLSywqw,fashion_male_clothing,300,16,2,11
9lSlYPq1IsSp,bed_bath_table,1750,50,10,40
0eSlsvSF9ddD,toys,2900,40,8,40
8IhgV2nH9kXE,health_beauty,700,25,12,19
Qj42PgRf8cA2,toys,2350,34,12,30
hkUqIWaWwWpI,,3550,40,10,40
j9j0rkLXA7FS,toys,1075,26,14,17
T9ORxZshzTSk,perfumery,430,19,14,12
KrIqwbxfJ6aK,toys,2900,19,54,28
jK9UOUruTk7Z,toys,15400,45,20,100
8NfBg6burWaK,watches_gifts,263,17,12,13
vfItqCi3Di9p,toys,1250,22,12,16
PfTBvhfYgsOe,toys,900,22,15,16
8xVWrJZsVVz1,toys,100,17,12,17
VKgcJpdLuazO,toys,225,17,8,13
sDyExUmuvtcY,housewares,217,18,5,14
L9wjzbVs5Z0B,watches_gifts,850,48,16,25
xrMA4CnXN26o,toys,893,18,14,13
EZEW0kd2uPFy,toys,4300,50,15,46
0vbEvli2JYJu,toys,1383,50,10,40
yqnLkwK5G5gR,toys,3050,40,10,40
hWN8oyEHKv6p,home_appliances,100,30,10,15
HDq02GU8zCWs,toys,3008,32,45,32
6qISs3ONj0og,toys,18150,50,50,41
ch26pynh9FL6,sports_leisure,1182,21,16,17
h2L3kgHs7Aaa,toys,700,32,15,21
ptNrqD6lH94n,toys,200,35,2,25
LSdf6iBuIORs,toys,200,33,10,32
4I39bKsMOXGL,toys,350,32,9,16
881goOLj3Y0W,toys,300,18,10,13
L0A2k0uRVtO9,furniture_decor,7650,25,25,25
9zu1mTgY76XD,toys,1350,43,18,18
9EJCIzvba2kx,toys,9400,75,15,50
U3WWzkl4NDWK,baby,1100,30,5,45
NnetsFMDfcYH,toys,300,21,11,13
pwBpakuf8xVI,toys,2950,19,35,31
BQCanxYKsEKG,toys,1500,40,20,20
7zA1DNL7qwE3,toys,800,18,16,16
JKVUiz45iGB8,toys,1614,31,16,28
wBs0snjL5Mup,computers_accessories,950,36,15,16
pwKC4WGEtMsM,housewares,350,22,8,19
1Lv85CQ00iGe,bed_bath_table,2400,45,15,35
GnGvDBieKc7R,toys,2000,24,11,31
wEcEs3VYuCEQ,toys,500,20,12,12
2Y98BQOoCIQS,toys,200,16,6,14
tAIuFXY2nJTN,toys,700,29,7,16
uAM3dthJAT30,toys,600,25,7,11
ckUdTFireX8I,toys,5750,18,20,20
JxlHc0Ki6yJX,bed_bath_table,1200,40,10,37
GvBzGCvvIC2D,toys,1000,53,8,18
j3BaXg9hK1tz,toys,550,20,10,16
K9inDFpRP1Y5,toys,588,19,14,17
lBXqKWrhWbr3,telephony,175,18,4,16
GJ4e2xEfaCmh,auto,75,17,8,13
xqnDum1kdfZ2,toys,150,19,4,11
pAOsOUVU8U3l,toys,150,20,10,15
Flyko3DUnEO5,toys,1400,45,11,11
EdjxdMXHqjSB,office_furniture,12775,37,65,36
I4Yv5kz2O33Q,electronics,150,22,11,16
q7AxAirKbBA2,toys,1300,30,15,22
3oBl40sQGzjp,toys,207,17,12,13
JCdfJbT3dMnM,computers_accessories,200,41,2,29
wZxPihvEdGcs,toys,1050,38,10,38
OT0ODbsMaW9Z,toys,9750,30,48,27
uex9Lj3VR8q6,sports_leisure,1300,20,20,20
uNERi7WIDduz,toys,550,17,25,11
t04zRrtBcmWM,office_furniture,13475,53,65,32
vblTetjcMttE,toys,700,19,17,15
5h3JMJWc9fcG,toys,3600,60,12,30
6nKFtA29fAzh,watches_gifts,500,16,2,11
fQy7n01F68DF,toys,1600,37,23,35
EG4wDSpFyTth,health_beauty,250,22,10,18
MkvWwXJAIDPO,sports_leisure,300,20,8,11
uvKzgb8e9Yjb,toys,2900,38,10,28
5h8BYEZjqgl8,toys,700,20,20,20
YEKqgiHFUSuk,toys,325,22,14,23
Uzm54ZBKr1lw,toys,250,25,9,20
WjdkaHOw5xnO,toys,400,17,7,15
hrjNaMt3Wyo5,toys,1850,37,22,40
8ChRMXd2dcGV,toys,30000,90,60,50
X01UtBFnopG3,toys,200,22,3,15
CghIWQJjSXN4,toys,5650,40,15,23
YdOP1RBXeyh4,air_conditioning,7800,105,10,40
Kng7s6klzhxE,toys,450,17,8,12
od3Am1fj5i3p,toys,500,23,15,19
sK4TI3NYdeQm,small_appliances,3525,33,35,34
KaT0CrrkR3Hz,toys,300,16,16,16
ymZvN9XtTHxn,toys,1110,19,11,18
CsaAxqRWGlKN,electronics,350,19,9,17
dgGL01PyjOjA,fashion_shoes,700,16,8,18
auEXgzQ5XsWl,toys,15750,79,23,52
8MdydCn8EvNX,toys,900,35,22,45
GLHMptKfn5EI,toys,325,17,18,12
ysc3rMkaHDg3,toys,250,40,10,25
HytpTmEwREvf,toys,10325,56,23,31
8ma4raiJJ8GA,toys,200,16,6,12
Vq8N2gG3zQ3J,books_general_interest,400,30,40,30
DE0Zp1YQlcco,health_beauty,983,41,23,35
ljUQMgQHudZA,sports_leisure,300,16,16,16
oXKcBVVUtM7K,toys,850,17,13,15
UozUzeRcPSMo,toys,10350,30,42,52
ch26pynh9FL6,sports_leisure,1182,21,16,17
dzMl2AZ5gGTc,toys,150,17,7,17
LgSvRj6jFO74,toys,1400,25,40,45
6Ww1i7qd1Zqu,cool_stuff,1200,42,25,15
8EMcxO7AFhVP,toys,180,17,10,13
hNO5PDmLnSYV,toys,200,32,10,25
PtAJOHLXcyiA,bed_bath_table,266,28,5,16
GqW4zroAxErW,toys,250,16,12,11
c9X1fFJ9bhUO,toys,1250,28,9,21
b6rAL23rldjq,toys,750,30,30,30
7xWi3Ls4Npd2,toys,700,22,12,33
2H8n6x4BSkuT,computers_accessories,200,21,14,15
cESHwOUmYY6S,toys,200,41,2,29
rVJfMng4bBN3,toys,3525,39,36,24
4PchrRgM7uc9,toys,4300,30,30,30
C0RaLSfjaQov,housewares,3350,32,75,32
tVMSvH3jD8oU,toys,1400,45,15,35
a3O7KWdsexjY,toys,875,25,18,40
0DGoM1aFJKQb,toys,450,20,12,15
rPHwxyZF5vCY,toys,27500,40,46,35
WgBpYtUo2RH9,toys,9900,96,16,49
hPjmbPHge7gN,toys,650,45,15,35
jGCoXj8ReJD4,toys,16650,63,58,24
t7k54tAWDOsx,toys,300,16,6,16
DAiLlNnCYTlc,sports_leisure,250,16,17,22
7xyu0SQMZd3Q,toys,1300,30,25,25
pNG8sOC6e23K,toys,1350,55,9,11
iRfmqpDKq7k7,toys,1700,34,7,32
AMKIgKd1s17B,health_beauty,200,22,10,18
3oBl40sQGzjp,toys,207,17,12,13
kgF2KLJ8Ao3M,toys,107,7,7,10
vQIlMd6pmLZS,furniture_decor,400,35,7,27
9NwzO0Pm0fDM,toys,1550,30,22,30
vrr90AnlXEdO,consoles_games,1100,22,13,18
fv7KNAysdXlN,toys,260,21,16,20
rKXoWNJxVSE7,toys,6050,20,20,20
Ffe8gTdmyO3U,toys,533,22,11,20
ckqoLCJWrGzj,health_beauty,150,20,17,21
7grztYpCkySJ,toys,850,20,25,20
x9AcUW2CNpGB,auto,3400,30,20,30
HA4DXcqAFPPx,toys,1100,25,12,35
gXhrB2dnnrof,fashion_childrens_clothes,300,30,20,20
GvBzGCvvIC2D,toys,1000,53,8,18
MVNIoKNH3UsB,watches_gifts,550,25,13,25
rQgSMxmlXGkG,bed_bath_table,1650,44,2,35
Ffe8gTdmyO3U,toys,533,22,11,20
6Blx56w4jbyX,toys,600,40,4,30
em3HM1GpHKEn,toys,10700,40,40,40
pUYYUOv5kReh,christmas_supplies,4450,50,8,45
Nz1zVxopWV72,toys,433,21,15,11
wBom12VYMj3F,toys,1500,105,5,30
n7xnhudmqQXK,toys,800,16,48,33
ds2D7CvYuKtX,toys,650,20,20,20
2H4WpZ0EIw4e,perfumery,550,19,13,18
wxekqe1vtVpE,toys,12050,27,50,53
M5icZUk9w5sP,toys,1750,16,35,16
jTlenWb1Fk0m,toys,250,16,8,16
8kUYWjdaVCxf,toys,250,41,2,29
4ceNV5Qn3tT7,housewares,150,16,6,11
WDYLPzn3ZgCz,toys,600,50,8,105
0vbEvli2JYJu,toys,1383,50,10,40
VBy6T8nuWyMy,auto,50,17,10,15
qDMPRo9RHfLl,toys,14350,101,8,60
Y6z2ccr6ILTJ,toys,3300,60,18,50
71NSrL41eqam,toys,1350,45,10,55
q1EMH8KGSNSa,telephony,200,19,3,11
pTrK5MYzL4Ca,computers_accessories,233,16,14,15
7grztYpCkySJ,toys,850,20,25,20
S87I3lsjxTtp,toys,1650,46,3,34
r44OjMmVCTkW,toys,10400,79,23,23
umcf266g9xvm,toys,2450,23,5,25
DcKGW6WiUtSs,toys,1000,16,2,11
ezFgSgFLGzVz,telephony,300,17,4,12
EG4wDSpFyTth,health_beauty,250,22,10,18
XQejMcdonxSJ,furniture_decor,850,69,11,11
ySg2d7BiJjCO,perfumery,363,22,16,20
WTWww6TThBnI,toys,1550,38,8,29
E9OiMOkPkNam,toys,335,17,11,16
OmZbUOix9Z9k,toys,300,27,13,17
xVfcS5EKSZW4,toys,1100,16,19,15
qDgjT36KwfcF,furniture_decor,2500,40,10,30
zLpDsz5LCQ72,pet_shop,1500,50,30,33
6y6V4ASz6ukT,toys,2963,45,33,32
36KFwggFbY75,toys,1200,24,5,17
KvidPAEAVI5p,toys,100,16,12,12
PsvEEKsHOQfk,toys,16515,42,77,42
X5Y1LROPpAaz,toys,750,81,6,11
qokqKT1Sad1C,toys,7000,60,20,30
6aC6Vw3JweZo,toys,1000,40,30,30
M9Rq7Nx8etjk,toys,7000,26,47,27
NLJiaVhzKrv4,toys,10350,43,40,44
0rQUCfr1ml8P,toys,5000,50,27,27
IuOmnLwZBDTz,toys,1050,26,21,23
hakMo97R7Tw0,furniture_decor,650,19,20,15
ZvqpPIcpiYHc,toys,922,30,15,17
SDjXtdg4jIfX,toys,950,26,10,15
qDgjT36KwfcF,furniture_decor,2500,40,10,30
SESkOgF0nWnh,cool_stuff,1600,42,25,15
xzUbywgYxPHa,toys,2300,24,11,24
ZTsfMadzXGDu,sports_leisure,2500,20,11,11
VyvqSoUrvQ46,toys,363,18,13,13
pTe66JgJ7xZL,pet_shop,1050,20,17,25
DsP0QUh8tgta,toys,100,20,20,20
LdDNb5R4HLs9,toys,1700,70,10,100
e8zrprw200NG,toys,1517,31,22,28
Lygz13dIjB9m,toys,550,25,12,19
hGKy0VMhUQu0,toys,200,20,10,20
XTsFZQdjRAdr,toys,21500,76,60,31
3yk93DQoQpk3,toys,5000,40,10,40
FGtA04o0tJgL,small_appliances,2175,17,17,50
RWYONTakEIrc,musical_instruments,11600,45,20,100
irKpznocpsvf,toys,1813,67,12,47
q96N3IhW0iPi,toys,550,19,8,11
mAAbiIIWIClj,toys,350,19,11,16
Gd6K2iVv6YdN,toys,1200,44,5,34
QJw4HWuQCmPq,toys,650,16,2,11
vBHct3offVlJ,toys,350,22,35,19
AF1pdLlvtTPC,construction_tools_construction,2150,20,8,20
tluIaZfDTZwK,toys,1100,20,40,13
0vbEvli2JYJu,toys,1383,50,10,40
RnXyfqUxcKjJ,toys,700,25,2,25
JUZSyxq6s6nI,toys,400,20,12,15
PxEhLkIZbtpW,toys,483,19,12,13
HhAtKukEU7VT,toys,1867,36,6,36
obBiL2xYBIjn,toys,150,40,2,24
UgkSjxoiV9Ev,toys,2600,50,10,30
DXG0TFaZjGHO,toys,200,16,7,11
OeopIgvklKO2,baby,950,39,10,26
1kTSUJcSa2y7,toys,550,52,11,11
wOXCQyEa84Wo,toys,200,16,16,13
q7KfEHz97Pa0,toys,10000,55,44,61
ohUUEKUomgoK,toys,13250,40,40,60
gPFT8Wz2aRX9,toys,300,29,7,16
Biwi1BNtUB7l,toys,1500,30,22,30
ZTsfMadzXGDu,sports_leisure,2500,20,11,11
5ADDo5Kbu4cO,toys,200,16,6,14
t2Jj7GcctvAt,toys,300,23,2,16
vHnEPJP2R48s,toys,9000,42,12,39
iz5RuI4rqUr2,toys,300,20,10,15
yoX3qrwYt5xv,toys,675,40,18,35
VsXAGwnYohn5,toys,838,28,14,21
MXfRU6BvSbFp,cool_stuff,15350,47,40,47
tEjoHkDlwfgW,toys,450,17,3,11
8RPVxbvn4wxa,sports_leisure,1032,17,15,16
d6lm2iYt16a1,toys,150,18,9,12
sKMTDENMPwZa,toys,4750,62,17,22
eprI6SIIMwlP,toys,1050,27,30,16
Fn43rroPPaVv,housewares,9950,31,61,31
gTsvQzLVZYdo,toys,1250,30,30,30
8YvRXlveaq7m,sports_leisure,367,19,14,17
9NwzO0Pm0fDM,toys,1550,30,22,30
UPlFP7qBFnWk,toys,2841,40,23,26
Nuw5Ox0MoAfm,toys,471,18,12,15
gRnBu7GBQ91l,toys,1350,19,17,23
QBLqxfnvveLM,toys,8150,52,18,35
nkib8tqqPfPc,toys,6050,50,18,40
nXAZ2pMNlzGc,toys,550,30,30,18
Frot5FLjBR6q,toys,175,20,20,20
ycRXdN9mE4aE,toys,1150,16,25,12
Nfe3KW9D3aB1,toys,14950,77,20,53
kktXNGIh1TrV,toys,5900,46,20,46
h2L3kgHs7Aaa,toys,700,32,15,21
g5vCLowi7j5I,health_beauty,30000,50,75,56
5J7az1rwth4i,toys,250,16,2,20
hrjNaMt3Wyo5,toys,1850,37,22,40
s284eb92Zw1i,toys,1500,40,25,20
NS2F5jrWaKDn,toys,150,16,20,11
y2MAnns4G96G,computers_accessories,207,19,11,14
ahJ7ZaMcB4m5,toys,1400,22,12,33
Pb29t2XBfP6Q,furniture_decor,700,35,4,30
l6OkkhRs86hc,toys,2000,20,46,13
KwqpyCg16vLV,toys,350,25,8,19
j2LIi5Z0zNss,toys,300,18,16,14
4gSpU6As2iIY,toys,117,19,4,14
zkav8XglsvF5,toys,200,20,10,20
rZ5pT7KeDGN2,toys,710,19,13,14
DCCi6leTi1BK,computers,12100,50,50,25
PWl2yBtu82h0,perfumery,250,20,8,21
DrUO9n3zMNh1,toys,128,15,8,13
p3fqie6BKGsl,toys,600,16,25,12
s1uNIWkFXP3I,fashion_bags_accessories,100,16,6,20
baO5UlHQAGVC,toys,650,16,10,16
wdV7yJzaz3Su,toys,4338,17,12,14
4LF5aQL6MPqp,toys,200,16,12,11
k1JGVRl8PoZ9,toys,350,26,20,19
N4rTX2kc2hAN,toys,9800,105,18,28
S9FlUyMgrBKJ,furniture_decor,2650,30,30,30
NZubp2Iu6cQG,toys,1965,51,44,11
2nD9gANsrIOe,watches_gifts,288,18,12,14
COySv0ts9Ojd,toys,2800,40,15,40
ghO0zJrjv2SY,toys,200,21,9,14
QJzLEuupFFmV,telephony,300,13,8,10
o32FBz2H95Bn,toys,700,26,8,22
kI0tMVodFk2O,toys,500,22,11,16
lZfc4Rcm9yEU,toys,250,17,4,12
QtRd7UrSnKeb,toys,1600,34,7,32
9B3XKdeXyGls,toys,600,100,5,11
35LeN5k9U6ir,construction_tools_construction,200,16,5,11
ssZQDTdv1ISb,toys,400,34,4,22
ezFgSgFLGzVz,telephony,300,17,4,12
27O0he9UZll1,toys,10800,54,27,36
xjlBrR1VtjtD,toys,100,18,8,13
1tVIIpbywvWv,toys,1008,40,16,39
YH69uAzg4Tlw,toys,400,25,10,30
2xwTQGIcpx94,toys,400,16,2,23
hK77VJ0NWW3T,toys,100,20,11,11
kiGuPTzHNo2o,toys,150,16,6,20
D8qvW8E6A2G9,baby,50,20,5,15
KKQf1cFwWyOF,toys,1000,18,9,27
5J7az1rwth4i,toys,250,16,2,20
7AdHMcUA45kV,toys,150,43,13,14
Y9DBbcLw9pQX,toys,15100,48,28,58
vEmGiPuyMHyK,bed_bath_table,875,20,22,27
sX82hsQOfZo1,cool_stuff,575,23,16,18
30Li9zDpzfZ8,toys,3900,35,23,35
olI4EgoVKFbk,toys,300,17,7,12
QaPnE4aNG0FV,home_appliances,1344,26,27,34
ZmdDgGyYzoxs,toys,180,16,30,30
SitPMWGsmpa4,toys,450,20,20,20
dt4LORgdkZvx,bed_bath_table,1500,30,15,20
aaOQSn3Bgr0l,toys,700,80,10,60
rJqMuRKCXk9e,watches_gifts,617,22,10,12
YG7qG1MQlhjp,toys,200,18,3,20
g7ynd65QLN0X,toys,1000,40,10,30
X8lRbDPFPJaw,toys,650,17,24,11
Q7PB2uvDhqB8,toys,4475,44,24,31
zRtWGsPGkBNx,toys,600,40,20,20
d69nZU7qL2sC,toys,240,20,16,15
V59IM3Iv7OY7,furniture_decor,750,20,35,20
2m8driMgZBkH,toys,1175,28,28,28
ogNSfA3W5dQz,toys,150,30,10,20
UgkSjxoiV9Ev,toys,2600,50,10,30
MJd5ysuJ9wF1,health_beauty,600,33,19,13
